title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Magical River","DJ Misjah","Magical River",NLC050201499,tidal,115462585,395s,,,http://www.tidal.com/track/115462585
"Rotating Grinding Wheel (Original mix)","Tom Place","5 years of Warok",DEZN82121467,tidal,200348005,383s,,,http://www.tidal.com/track/200348005
Elastic,"Michael Burkat",Closer,DEE820100002,tidal,16604441,335s,,,http://www.tidal.com/track/16604441
"ACROSS the 9th DIMENSION RELOADED (El Brujo Remix)",[U.G.O.],"ACROSS the 9th DIMENSION RELOADED",US83Z2020627,tidal,144627521,342s,,,http://www.tidal.com/track/144627521
D.Core,D.Dan,summerpup,NLCK41096239,tidal,208024210,319s,,,http://www.tidal.com/track/208024210
"Me So Horny","Glenn Wilson","Electric Blue 1",NLCK41051897,tidal,100525073,301s,,,http://www.tidal.com/track/100525073
Xpress,UFO95,PLANÆT,GBLV62122268,tidal,206280673,359s,,,http://www.tidal.com/track/206280673
Version,"James Ruskin","Rxxistance Vol. 1: Era, Mixed by Oscar Mulero",ESA060010510,tidal,175048699,193s,,,http://www.tidal.com/track/175048699
KLR,"Normal Tamas","Axis & Exis",QZMHN2049990,tidal,164755330,240s,,,http://www.tidal.com/track/164755330
"Ozone (Original Mix)","23 Psi","OZONE 23",GBKQU1520745,tidal,55314547,357s,,,http://www.tidal.com/track/55314547
"(M1n0r) F1ss10n",PTU,"Locus Error",UKMH51900056,tidal,216046144,327s,,,http://www.tidal.com/track/216046144
j5teen,UFO95,"all his decisions",QMDA72177104,tidal,207468435,218s,,,http://www.tidal.com/track/207468435
"Chicago (Chicago)","Gabry Fasano",Chicago/Logarithm,DEA310906617,tidal,64166929,376s,,,http://www.tidal.com/track/64166929
Triad,Repro,"Equestrian Sizzle EP",NLCK41082339,tidal,171440477,350s,,,http://www.tidal.com/track/171440477
"Acid Theatre (Original Mix)",Zerotonine,"Set: 1",IL4630101083,tidal,128907162,525s,,,http://www.tidal.com/track/128907162
Sekizui,Hitam,"Path Research",NLCK41074450,tidal,160879899,469s,,,http://www.tidal.com/track/160879899
"Frame Of Mind","SLV (DE)","OCSDGTL005 | VA",NLCK41099320,tidal,211844300,314s,,,http://www.tidal.com/track/211844300
Newkeys,"Cravo, Vil",Hits,NLCK42214798,tidal,228620267,384s,,,http://www.tidal.com/track/228620267
"Stellar Variation (Gene Richards Jr Hardjack Remix)",Hybrasil,"Stellar Variation EP",GBJX32198064,tidal,284715000,295s,,,http://www.tidal.com/track/284715000
Concentrate,"The Lady Machine","Magnify EP",BEN582100510,tidal,205982975,347s,,,http://www.tidal.com/track/205982975
Transmutation,Elyas,Homecoming,GX2KK2100031,tidal,219366149,289s,,,http://www.tidal.com/track/219366149
"Pull Up","Harvey McKay","Organism EP",GBJX32198107,tidal,284679854,314s,,,http://www.tidal.com/track/284679854
Basic,Truncate,"Ellen Allien Presents We Are Not Alone, Pt. 3",DEAE62000081,tidal,168941770,286s,,,http://www.tidal.com/track/168941770
Untergang,"DJ T-1000","Don't Complain, Don't Explain EP",US8QE2203501,tidal,211578049,340s,,,http://www.tidal.com/track/211578049
"These Sounds Lead the Way",K-HAND,"Acacia Classics, Vol. 3",US3L61594482,tidal,129211756,428s,,,http://www.tidal.com/track/129211756
"Resonance (Original Mix)","DJ T-1000","Don't Complain, Don't Explain EP",US8QE2203504,tidal,211578052,270s,,,http://www.tidal.com/track/211578052
"Hunting Dimensions","Hertz Collision, Gene Richards Jr","Must Do It EP",DEBE72100778,tidal,316124989,352s,,,http://www.tidal.com/track/316124989
"Besos De Un Sueno","Myles Sergé","Beyond The Surface",GBKQU2230401,tidal,222250711,484s,,,http://www.tidal.com/track/222250711
"Lost Souls","DJ Hell, Radio Hell, Radio Slave","This Is Radio Hell",GBLTF2200034,tidal,284621000,233s,,,http://www.tidal.com/track/284621000
"I Fucking Love Berlin","DJ T-1000","The Dirrty Underground EP",DEAE62100012,tidal,189241587,308s,,,http://www.tidal.com/track/189241587
"Acid King (Full Tilt Mix)","Richie Hawtin","Acid King",USA2P2130645,tidal,192486726,641s,,,http://www.tidal.com/track/192486726
"Mind Detect","Kai van Dongen","Hard Sync",USA2P2120526,tidal,186480599,338s,,,http://www.tidal.com/track/186480599
Form,"Mark Broom","Mutated Battle Breaks",GBLTF2100019,tidal,284629578,170s,,,http://www.tidal.com/track/284629578
Psykhosis,"Phyxix, MATRiXXMAN, Ø [Phase]","Phyxix 002",UKXYD2000006,tidal,170041690,497s,,,http://www.tidal.com/track/170041690
"Don't Come and Find Me","Setaoc Mass","Neo-Noir EP",NLCK41074927,tidal,157640760,407s,,,http://www.tidal.com/track/157640760
Jvlia,"Hertz Collision",Jvlia,USA2P2123294,tidal,188672799,340s,,,http://www.tidal.com/track/188672799
"We Will Chat","Kai van Dongen","Free Your Mind EP",GBJX32100010,tidal,283402819,342s,,,http://www.tidal.com/track/283402819
Thirteen,"Patrick DSP","Beta Mechanical Files #2",NLCK41004257,tidal,62590922,351s,,,http://www.tidal.com/track/62590922
"Glitch Behavior","DJ T-1000","Prisma EP",DETO32100378,tidal,193945269,394s,,,http://www.tidal.com/track/193945269
"$lammer (DJ T-1000 Remix)","Loco Dice",$Lammer,QMZQ41618002,tidal,282359501,427s,,,http://www.tidal.com/track/282359501
"You Know I'm Jackin' (Explicit)","Flex Pistols","You Know I'm Jackin'",US8QE2103401,tidal,174350308,315s,,,http://www.tidal.com/track/174350308
"I Am (Gene Richards Jr Jackin' Cut)",S-File,"I Am Remixes",FR59R2105229,tidal,177726787,315s,,,http://www.tidal.com/track/177726787
Dialogue,Drumcell,"Arkham Friends Part 2",BES132100022,tidal,192519211,344s,,,http://www.tidal.com/track/192519211
Falacia,Gotshell,"Rezagados EP",DEAE61800059,tidal,186160616,334s,,,http://www.tidal.com/track/186160616
Modulate,"DJ T-1000","Arkham Friends Part 1",BES132100015,tidal,195213091,344s,,,http://www.tidal.com/track/195213091
"Falling Apart","Robert Hood","Mirror Man",GBLTF2000109,tidal,284422575,359s,,,http://www.tidal.com/track/284422575
"Bay Head",P.leone,"Bay Head",DEAE62000057,tidal,156977354,336s,,,http://www.tidal.com/track/156977354
"Outta Sight","Mark Broom","Five/Four EP",NLMH61900017,tidal,122104122,273s,,,http://www.tidal.com/track/122104122
Emerging,"Alan D. Oldham","Beyond Djax",US8QE1102301,tidal,14121904,133s,,,http://www.tidal.com/track/14121904
"Headless (Len Faki Hardspace Mix)",FBK,"More Stories from the Future (Len Faki Remixes)",GBLTF2000016,tidal,284253555,400s,,,http://www.tidal.com/track/284253555
Ataxia,"Axel Karakasis","Ataxia EP",MTA592100394,tidal,216452566,341s,,,http://www.tidal.com/track/216452566
"Retrograde Motion",Insolate,"Retrograde Motion",DEAE62000049,tidal,161660728,295s,,,http://www.tidal.com/track/161660728
"Machine Jack, V2",Truncate,Missing,USA2P1915178,tidal,104826620,336s,,,http://www.tidal.com/track/104826620
"You Know I'm Jackin' (FBK Remix)","Flex Pistols","You Know I'm Jackin'",US8QE2103403,tidal,174350310,457s,,,http://www.tidal.com/track/174350310
"Distorter (Ray Kajioka Remix)","DJ T-1000",Distorter,DEH741700089,tidal,140159553,303s,,,http://www.tidal.com/track/140159553
"red 4","Lady Starlight",W,DECY51902764,tidal,271247882,356s,,,http://www.tidal.com/track/271247882
"I Told Em I Was from Detroit","DJ T-1000","I Told Em I Was from Detroit",DEH741916130,tidal,139230614,402s,,,http://www.tidal.com/track/139230614
"Third Space","False Witness","Third Space",GBJX32158001,tidal,282564031,369s,,,http://www.tidal.com/track/282564031
"Frog Face (Gene Richards Jr Jackin' Cut)","Marco Faraone","No Filter Remixes (Pt. II)",GBLTF2100053,tidal,284266044,305s,,,http://www.tidal.com/track/284266044
Metanoia,"Dubfire, Flug",Rubber,GBUR62000230,tidal,178231979,411s,,,http://www.tidal.com/track/178231979
Ghosts,"Miss Electric","They Left The Planet",QMRZS2000516,tidal,157841379,342s,,,http://www.tidal.com/track/157841379
"House of Wax","Inox Traxx","House of Wax EP",NLMH62100060,tidal,177946082,270s,,,http://www.tidal.com/track/177946082
"Eldian Stuff (Axel Karakasis Remix)","Alberto Tolo, Axel Karakasis","Sculpt EP",MTA592100419,tidal,216453094,374s,,,http://www.tidal.com/track/216453094
"Chapter Two","Inox Traxx","House of Wax EP",NLMH62100059,tidal,177946081,277s,,,http://www.tidal.com/track/177946081
"For Real (P.leone EMS Mix 1)","Erta Ale","For Real",DEY471813924,tidal,94773939,369s,,,http://www.tidal.com/track/94773939
"Enjoy Right Now",FBK,"Enjoy Right Now EP",CA5KR1900455,tidal,220899792,458s,,,http://www.tidal.com/track/220899792
"I'll Sit Back (Len Faki Hardspace Mix)",FBK,"More Stories from the Future (Len Faki Remixes)",GBLTF2000017,tidal,284253556,341s,,,http://www.tidal.com/track/284253556
"vert (unreleased extended mix)","Steve O’Sullivan","Green Trax",UKMH51900133,tidal,216046290,479s,,,http://www.tidal.com/track/216046290
"Error System",Ōcktawian,UnPatterns,NLCK41089648,tidal,198051553,417s,,,http://www.tidal.com/track/198051553
"Minimal Shit",KuF,"Kufism Pt.1",SE5852102101,tidal,186126468,509s,,,http://www.tidal.com/track/186126468
Foothold,"The Advent","Klockworks 30",UKRXP2000021,tidal,150673066,327s,,,http://www.tidal.com/track/150673066
"Bang the Acid (Claude Young's Vox Work Mix)","Damon Wild, Tim Taylor (Missile Records)","Bang The Acid(The Claude Young Remixes)",BEY921509141,tidal,62373766,388s,,,http://www.tidal.com/track/62373766
Leaf,Morganistic,"Fluids Amniotic (Remastered)",BEN582001080,tidal,162070601,308s,,,http://www.tidal.com/track/162070601
"Pace (Remastered 2022)",Deetron,"Vertigo EP",GBKQU2277187,tidal,245873271,371s,,,http://www.tidal.com/track/245873271
"Groove Sucker","Dj Rush",Maniac,NLHR51625255,tidal,65897849,553s,,,http://www.tidal.com/track/65897849
Intruders,Audition,Intruders,DECH62000186,tidal,144336176,318s,,,http://www.tidal.com/track/144336176
"Rupture 16 (Original Mix)","Eric Fetcher","Those Who Dare EP_Vol.2",ITN9E1900116,tidal,148193074,336s,,,http://www.tidal.com/track/148193074
"Logica (Original Mix)",Keikari,Teoria,NLCK41051829,tidal,99632687,350s,,,http://www.tidal.com/track/99632687
"Dear, come in (Original mix)",Phara,"Life of Krumar EP",NLCK41069839,tidal,148596383,383s,,,http://www.tidal.com/track/148596383
"Figures In Brine (Truncate Repaint)","Nastia Reigel","Figures In Brine",DEK601634013,tidal,62360256,330s,,,http://www.tidal.com/track/62360256
"Jupiter 968",TNTUS,"Strange Science EP",NLCK41030030,tidal,56413595,365s,,,http://www.tidal.com/track/56413595
"ESAD 07","Temudo, Cravo",HYS.K004,NLCK41072364,tidal,155358957,351s,,,http://www.tidal.com/track/155358957
"Sa Jazzed","Cannibal Cooking Club","Butchers Ball",DEHZ30800128,tidal,140851997,281s,,,http://www.tidal.com/track/140851997
"Planet Of Drums 02 (Drumz Mix)","Tim Taylor (Missile Records), Dan Zamani","Planet Of Drums 02",BEY922009103,tidal,141106694,406s,,,http://www.tidal.com/track/141106694
"Wir Leben Für Die Nacht (Original Mix)","Dax J","The Invisible Man EP",GBJX38209003,tidal,87697631,362s,,,http://www.tidal.com/track/87697631
Ying,"Axel Bartsch, Asem Shama","Drumfiles 4 - The Ying Yang Files",DET730400003,tidal,16937592,440s,,,http://www.tidal.com/track/16937592
"Discotech (Monika Kruse Remix)",Huntemann,"Discotech Remixe",DET740300003,tidal,192185279,346s,,,http://www.tidal.com/track/192185279
"Break Up","Eric Sneo","Break Up",DED710505191,tidal,16862129,442s,,,http://www.tidal.com/track/16862129
"Trace It Back (Ben Long Remix 2)","Thomas Schumacher","Spiel 10 Remixed",DET730000009,tidal,16937583,326s,,,http://www.tidal.com/track/16937583
"Dream On (Dave Clarke Remix)","Depeche Mode","Exciter | The 12"" Singles",GBAJH0400168,tidal,234016516,315s,,,http://www.tidal.com/track/234016516
"Culture Houze",Aeox,"Bonking Berlin Bastards",DELG71401160,tidal,174415720,330s,,,http://www.tidal.com/track/174415720
"Doggy Style","Glenn Wilson","PUNISH 16",NLCK41057571,tidal,116960827,318s,,,http://www.tidal.com/track/116960827
Blinded,"Marco Bruno",Hauntology,NLMH62100065,tidal,186127136,406s,,,http://www.tidal.com/track/186127136
Phuture,"Yotam Avni","Phuture EP",GBJX32000082,tidal,283910493,414s,,,http://www.tidal.com/track/283910493
"Exhibition of Counterfeits, Pt 2","Ron Morelli","Exhibition of Counterfeits, Vol. 1",DEMM42001014,tidal,131427872,332s,,,http://www.tidal.com/track/131427872
"Jvlia (Truncate Remix)","Hertz Collision",Jvlia,USA2P2123297,tidal,188672804,284s,,,http://www.tidal.com/track/188672804
"Bang Juice (MRD Remix)",Lucinee,"We Trip And Roll",NLCK41086675,tidal,187770258,394s,,,http://www.tidal.com/track/187770258
"Fra Midt Til Slutning II","Mischa Pavlovski","You and Me Now",GBHLW1702084,tidal,73762894,453s,,,http://www.tidal.com/track/73762894
"Deep Space Transit","Benjamin Damage","Deep Space Transit",NLCK41064194,tidal,145748971,441s,,,http://www.tidal.com/track/145748971
"120 Miles West","Kyle Geiger","Front Left 05",NLCK41052313,tidal,104394781,356s,,,http://www.tidal.com/track/104394781
"Game The System",JX-216,"Game The System",GBKQU2073719,tidal,156006225,390s,,,http://www.tidal.com/track/156006225
190319,"Ø [Phase], Rødhåd",WSNWG004,DEYS32000402,tidal,142437739,386s,,,http://www.tidal.com/track/142437739
"These Sounds","K Hand",Sounds,USLQ21710197,tidal,91588496,427s,,,http://www.tidal.com/track/91588496
"Missing (Skov Bowden's Jackin Edit)",Truncate,"Missing (Remixes)",USA2P2020953,tidal,142866576,387s,,,http://www.tidal.com/track/142866576
Y,Ipman,Depatterning,UK4941500031,tidal,51401470,315s,,,http://www.tidal.com/track/51401470
"Move on",UFO95,"Use your difference to make the difference",FRDX62202570,tidal,217807185,232s,,,http://www.tidal.com/track/217807185
Bolt,"Planetary Assault Systems","Say It Loud",BEN582100204,tidal,182502549,392s,,,http://www.tidal.com/track/182502549
"Process 5",LSD,"Second Process",NLM791900095,tidal,110269237,339s,,,http://www.tidal.com/track/110269237
Belissimo,"Vladimir Dubyshkin","Cheerful Pessimist",NLL561808013,tidal,216045994,360s,,,http://www.tidal.com/track/216045994
"Effeminate Pastimes",peachlyfe,"Effeminate Pastimes",FRDX62205910,tidal,232507165,502s,,,http://www.tidal.com/track/232507165
"Spit Shine","Yes Deer",Gloss,DKC971800105,tidal,84965960,495s,,,http://www.tidal.com/track/84965960
"Dark Entries (Original Mix)",Zerotonine,Anima,IL4630101071,tidal,128906966,515s,,,http://www.tidal.com/track/128906966
Creeper,peachlyfe,Swamplyfe,UKN6K2003397,tidal,194398086,297s,,,http://www.tidal.com/track/194398086
"Meet You At C/O (Feat. Ilovedance)","AN Yunbi","Et Andet Sted Tribute Album",NLCK41099409,tidal,211948308,322s,,,http://www.tidal.com/track/211948308
Subtoned,Exium,Andromeda,NLCK41035729,tidal,67563676,336s,,,http://www.tidal.com/track/67563676
"Balance of power (Orginal track)",Kwartz,"Path of authority EP",NLCK41074303,tidal,156881492,316s,,,http://www.tidal.com/track/156881492
"Heavy Hitter",Endlec,"V/A (Sunil Sharpe + Endlec + Sedvs + Jerm)",NLCK41061820,tidal,130323705,343s,,,http://www.tidal.com/track/130323705
"Fast Food",Rumenige,"Rxxistance Vol. 4: Xpression, Mixed by DJ Pepo (Continuous Mix)",ESA060410515,tidal,175064765,127s,,,http://www.tidal.com/track/175064765
Killing,"Takaaki Itoh","Killing All Anarchists",DEPI82008046,tidal,293836279,279s,,,http://www.tidal.com/track/293836279
"The Pretenders",Wavemother,"My Hands Your Neck (Audio Assault)",NLCK41034243,tidal,64802527,321s,,,http://www.tidal.com/track/64802527
"Gonk (Live)","Dave Clarke","Dave Clarke (Live)",GBBMQ0400112,tidal,63625537,286s,,,http://www.tidal.com/track/63625537
"Free Ride (Paul Mac Remix 1)",Hertz,"Sway Remix 5",SE5MG0440403,tidal,68339144,307s,,,http://www.tidal.com/track/68339144
"Code 567","Vincent de Wit","First Strike EP (Audio Assault)",NLCK41034123,tidal,64802580,328s,,,http://www.tidal.com/track/64802580
"Cloud Nine","Carl Falk","Hz Trax - The Catalogue 2",SE5MG1350104,tidal,68787128,314s,,,http://www.tidal.com/track/68787128
"Hidden Spider","Dimi Angelis","ANGLS 011",NLCK42217889,tidal,242605256,308s,,,http://www.tidal.com/track/242605256
"Tell Me I'm Wrong (Original mix)",Nørbak,"Codigo de Conduta EP",NLCK42219366,tidal,249688554,318s,,,http://www.tidal.com/track/249688554
"Snares and Temptations","Sons of Slough","Live EP",GBQLP2200314,tidal,233346031,340s,,,http://www.tidal.com/track/233346031
Undone,Noir,Done/Undone,GBTEZ1801097,tidal,94683601,466s,,,http://www.tidal.com/track/94683601
"Last Call","Philippe Petit","Last Call",DEH742222545,tidal,249756072,434s,,,http://www.tidal.com/track/249756072
"Halving (Marcal Remix)","LYRIC (GER)",Halving,DEH742160175,tidal,181420599,336s,,,http://www.tidal.com/track/181420599
Unveil,Re:axis,"Empty Sky EP",NLCK41067356,tidal,149031457,408s,,,http://www.tidal.com/track/149031457
"See You","Confidential Recipe","What You Think EP",GBLTF2100041,tidal,284625837,320s,,,http://www.tidal.com/track/284625837
"We Will Not All Fall (Matrixxman Remix)",P.E.A.R.L.,"We Will Not All Fall",NLCK41074163,tidal,156525059,318s,,,http://www.tidal.com/track/156525059
"Regime Change",Angioma,"Regime Change",DEU672100700,tidal,178468853,392s,,,http://www.tidal.com/track/178468853
Obscure,"Fhase 87","Glyphosate EP",BEC292040123,tidal,152062509,289s,,,http://www.tidal.com/track/152062509
"Tenush (Original Mix)","Alessandro Grops",Tenush,UKR6V2031786,tidal,143959023,397s,,,http://www.tidal.com/track/143959023
Portal,Dotdat,Subtrap,NLCK41069148,tidal,148596388,353s,,,http://www.tidal.com/track/148596388
"Never Confess",Mamwadi,"Lucidmind Records Compilation, Vol. 001",DEH742042032,tidal,158056426,403s,,,http://www.tidal.com/track/158056426
"Secrets We Kept","Rove Ranger","VISION II - CONVOLUTION",DEH742000768,tidal,237523847,254s,,,http://www.tidal.com/track/237523847
"Der Ruf",Chriz.jae,Echoes,NLCK41088929,tidal,189380473,301s,,,http://www.tidal.com/track/189380473
"Zeroreux (Setaoc Mass Remix)",Joton,"Zeroreux EP incl Setaoc Mass Remix",NLCK41054104,tidal,106758774,352s,,,http://www.tidal.com/track/106758774
"Arctic Issues",ANTGT,"Magnetic Declination",GBKQU2019308,tidal,145203752,377s,,,http://www.tidal.com/track/145203752
"Glockta 02",Glockta,"Glockta 02",QZES72052422,tidal,140022009,302s,,,http://www.tidal.com/track/140022009
Cinema,Hyden,Cinema,QZNRS2001712,tidal,163665600,368s,,,http://www.tidal.com/track/163665600
"Cheese For Jorge",Earthscape,"Cheese For Jorge",QZFZ72035796,tidal,134793938,346s,,,http://www.tidal.com/track/134793938
"We Trip And Roll (Original Mix)",Lucinee,"We Trip And Roll",NLCK41086672,tidal,187770255,328s,,,http://www.tidal.com/track/187770255
"Die Verurteilten","Obscure Shape, SHDW","The Third Room Fundraiser Compilation",NLCK41068223,tidal,145633533,312s,,,http://www.tidal.com/track/145633533
"Asimov's Law",Bxtr,"Deus Ex Machina",CH6542092731,tidal,152205151,372s,,,http://www.tidal.com/track/152205151
Perpetuate,88756,Deviations,QZES91908829,tidal,109119195,501s,,,http://www.tidal.com/track/109119195
"Day Glo Vision",Hadone,"They Will Come EP",DECY51902201,tidal,109568102,314s,,,http://www.tidal.com/track/109568102
Sweepers,CVesth,"Timecheck / Sweepers",NLCK41051088,tidal,97602978,385s,,,http://www.tidal.com/track/97602978
"Deductible Ethic (Original track)",Nørbak,"Flesh to Ashes LP",NLCK41080573,tidal,171125071,361s,,,http://www.tidal.com/track/171125071
