title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Real Shit 01","Stephen Brown","Real Shit",NLAR20929116,tidal,54970314,445s,,,http://www.tidal.com/track/54970314
"Revision (Original Mix)",Jacobworld,"VA Essential Memories EP Part IV",NLCK42216005,tidal,234251755,328s,,,http://www.tidal.com/track/234251755
Shift,"Alexi Delano","Shift EP",FIKBL2200042,tidal,253439363,375s,,,http://www.tidal.com/track/253439363
Near,"Dan Curtin",Near,UKCW40100030,tidal,54087551,489s,,,http://www.tidal.com/track/54087551
Katamaran,"Ben Kaczor","Petrovo Uho",DECY52201782,tidal,256659819,419s,,,http://www.tidal.com/track/256659819
"Drumfiles 1.0","Axel Bartsch, Asem Shama","Drumfiles 1",DET730100005,tidal,16937586,354s,,,http://www.tidal.com/track/16937586
Nekton,"Claudio PRC","Challenger Deep",NLM792200079,tidal,258194701,432s,,,http://www.tidal.com/track/258194701
"XX 10 A2",FLAWS,"XX 10",DEH742226390,tidal,258503758,311s,,,http://www.tidal.com/track/258503758
XC2.wav,"Mike Davis",XC,NLCK42222496,tidal,261522952,453s,,,http://www.tidal.com/track/261522952
Copal,"Andy Martin","Antiguos Astronautas",GX8K22200004,tidal,253900853,462s,,,http://www.tidal.com/track/253900853
Catacombs,Atonism,"Utopia Society: Twelve",GBKQU2295774,tidal,260897417,311s,,,http://www.tidal.com/track/260897417
"Faces (Alexander Kowalski Remix - remastered)","Jay Denham","Techno Fugitive Remixes",DEU671601474,tidal,58991082,335s,,,http://www.tidal.com/track/58991082
Inflicted,Maccari,"The Tunnel",CA5KR2300931,tidal,255899148,292s,,,http://www.tidal.com/track/255899148
"Strange Figures","Ricardo Garduno","Revolt Kollektive V-Two",MTA0V2200099,tidal,262143085,293s,,,http://www.tidal.com/track/262143085
"Gestalt Society",LachrymaL,"Become Moral",DEH742224675,tidal,255058501,275s,,,http://www.tidal.com/track/255058501
"Who are you (Enkō remix)","Infinite Size","11 Infinite Size",UKN6K2200749,tidal,230608166,328s,,,http://www.tidal.com/track/230608166
Nebula,"Jeroen Search, Pushmann","Above the Ground Part 01",GBLV62124328,tidal,207930675,314s,,,http://www.tidal.com/track/207930675
Dobermann,"Tenzella, Ecilo","Hard Grind EP",NLMH62200106,tidal,259888005,338s,,,http://www.tidal.com/track/259888005
"Soul Tool","Modem, Germa","Various Artists 01",GBKQU2294009,tidal,261593606,347s,,,http://www.tidal.com/track/261593606
Propulsion,"Lars Huismann","Sounds from the Past II",DEH742226700,tidal,258092993,294s,,,http://www.tidal.com/track/258092993
"The Mule",Tenzella,"Hard Grind EP",NLMH62200105,tidal,259888004,339s,,,http://www.tidal.com/track/259888004
"Dandu Groove (Original)","Chris Liebing","Dandu Groove (Remixes)",DEE829802180,tidal,16653239,623s,,,http://www.tidal.com/track/16653239
"Tripple Sec",Rill,"Passionate Kisses",CH6542281390,tidal,256881493,309s,,,http://www.tidal.com/track/256881493
"Trouser Tail",tdsdk,CVU020,QZHZD2202739,tidal,247438793,378s,,,http://www.tidal.com/track/247438793
"Track 2","KuF, Dold","Record 1",SE5852202402,tidal,257715958,409s,,,http://www.tidal.com/track/257715958
"Make Me","Carl Falk","Impact Force EP",NLCK41000435,tidal,126196796,311s,,,http://www.tidal.com/track/126196796
"Transparent Radiation",Surgeon,"Breaking the Frame",GB6SP0900091,tidal,78887148,407s,,,http://www.tidal.com/track/78887148
Desolate,"John Shima","The Empty Lands",UKDWZ1600203,tidal,259178068,437s,,,http://www.tidal.com/track/259178068
Field,Ruhbarb,Amorpha,DECH61700017,tidal,141100237,402s,,,http://www.tidal.com/track/141100237
"Remake (Original Mix)","Prowler (BR)","Remake EP",GX6HH2200009,tidal,258194391,345s,,,http://www.tidal.com/track/258194391
"Zero Tone (Original Mix)","Stefano Memia","Counterfuture EP",DEKB72076672,tidal,256730103,344s,,,http://www.tidal.com/track/256730103
"Feel Rework","Answer Code Request","Mdr 18",DEMM41501450,tidal,87381453,427s,,,http://www.tidal.com/track/87381453
Shrug,Forum,"Various Artists",NL5PP2200040,tidal,259348400,333s,,,http://www.tidal.com/track/259348400
"Mad Circus (Temudo Remix)","PRSPCTV aka XENTRIX","Mad Circus",BEE310944678,tidal,261095527,369s,,,http://www.tidal.com/track/261095527
"Noches de Menta (Original mix)","Oscar Mulero","Desde La Boca Del león EP",NLCK42222117,tidal,260798775,305s,,,http://www.tidal.com/track/260798775
"The Invicible","Ma Haiping","The Invincible",GX2KK2100052,tidal,258194560,312s,,,http://www.tidal.com/track/258194560
Ekent,Hurdslenk,Zones,NLCK42220090,tidal,253626498,306s,,,http://www.tidal.com/track/253626498
"Dystopian Future",MIKROTAKT,"CLEAN CUTS: Dystopian Future",NLCK42221612,tidal,259348256,348s,,,http://www.tidal.com/track/259348256
Sinner,LPZ,Resist,PYLPZ2200013,tidal,260648740,346s,,,http://www.tidal.com/track/260648740
"Change 2",PTTRN,"At the Precipice We Change",NLC8K1400123,tidal,95634515,333s,,,http://www.tidal.com/track/95634515
"Orange Juice","Franz Jäger","Polished Cavern Groove",NLCK42218570,tidal,246001954,418s,,,http://www.tidal.com/track/246001954
Sync,Jacobworld,"Circadian Rhythm",NLC8K1400319,tidal,199732947,319s,,,http://www.tidal.com/track/199732947
Run,"Robert Hood","Omega: Alive",NLHD81100004,tidal,10631856,297s,,,http://www.tidal.com/track/10631856
"Affected System",PWCCA,"Hidden Sequence",NLPJ77100521,tidal,261582477,306s,,,http://www.tidal.com/track/261582477
"Planet Regis III","Ma Haiping","The Invincible",GX2KK2100054,tidal,258194562,352s,,,http://www.tidal.com/track/258194562
"Kill The Heat",Sama,MXMN002,NL7HZ2200006,tidal,283892778,363s,,,http://www.tidal.com/track/283892778
"Forced To Revolt",Sama,MXMN002,NL7HZ2200007,tidal,283892779,354s,,,http://www.tidal.com/track/283892779
"Tripping Over Wires",Sama,MXMN002,NL7HZ2200008,tidal,283892780,399s,,,http://www.tidal.com/track/283892780
Changes,"Jodey Kendrick",Changes,NLL562201091,tidal,260249239,281s,,,http://www.tidal.com/track/260249239
"Synthetic Function",Tøtal,"Synthetic Function EP",CA5KR2309401,tidal,261439171,346s,,,http://www.tidal.com/track/261439171
"Objects (Reeko Remix)",Glaskin,Konsumfusion,USA2P2036857,tidal,179487865,415s,,,http://www.tidal.com/track/179487865
Solinga,USAW,"Falco EP",NLCK42222723,tidal,262394238,326s,,,http://www.tidal.com/track/262394238
"What Will Burn",Orphx,Sacrifice,USM2Q0800661,tidal,33774216,539s,,,http://www.tidal.com/track/33774216
"Underrated Silence","Clay Wilson","Everything Merged, Vol 2",NLEF82200025,tidal,323555092,409s,,,http://www.tidal.com/track/323555092
Seyla,"David Löhlein","Seyla EP",NLCK41063671,tidal,133127308,382s,,,http://www.tidal.com/track/133127308
"Satellite Navigator","Luca La Rocca",X054,GBKQU2299628,tidal,262272957,341s,,,http://www.tidal.com/track/262272957
"URA87 (Remix)","Gary Holldman",URA87,PLN082201802,tidal,256524361,330s,,,http://www.tidal.com/track/256524361
"Deformation (Norman Nodge Remix)","Abstract Division","Form And Function Pt. 3",NLCK41014526,tidal,126198417,414s,,,http://www.tidal.com/track/126198417
"78 (Exium Remix)","Transient X4","Focus 001",ITP160804805,tidal,47740162,371s,,,http://www.tidal.com/track/47740162
"Raw Nerve",XVIII,"WHAT NEVER WAS Vol. IV",US83Z2230007,tidal,248241408,350s,,,http://www.tidal.com/track/248241408
Nefertiti,"Steve RedHead","My Time In Sweden 2000-2005",GBKQU2135329,tidal,181786572,333s,,,http://www.tidal.com/track/181786572
Obstin,Vekh,"WHAT NEVER WAS Vol. IV",US83Z2230009,tidal,248241407,314s,,,http://www.tidal.com/track/248241407
LILIESKALLA1_B1,"DJ Lily",LILIESKALLA1,SE6PP2200204,tidal,253000756,258s,,,http://www.tidal.com/track/253000756
"Summer Storm",Devilfish,"Techwise & Otherwise",AUXN20804391,tidal,16661853,369s,,,http://www.tidal.com/track/16661853
"Avoiding The Ordinary","Jeroen Search","Avoiding The Ordinary",NLCK42221582,tidal,259242296,363s,,,http://www.tidal.com/track/259242296
"Keep Planning (Unreleased 12"" Version) 1997",Regis,"Alternative Early Versions",GBE5X2200187,tidal,263937070,281s,,,http://www.tidal.com/track/263937070
Octagon,Unbalance,III,NLCK41063934,tidal,138398324,420s,,,http://www.tidal.com/track/138398324
"Where Were You (Dub)",Rolando,"Where Were You",UK78T1700038,tidal,259177848,451s,,,http://www.tidal.com/track/259177848
"The Compass","Dave Clarke","The Compass",GBBMQ0100084,tidal,63624681,343s,,,http://www.tidal.com/track/63624681
Migraine,"Dustin Zahn","TILT VA 01",DEPI82221246,tidal,265228822,314s,,,http://www.tidal.com/track/265228822
"Don't Play","Toru Ikemoto","Dia Cero, Vol. I",QMFME2237362,tidal,264683489,311s,,,http://www.tidal.com/track/264683489
"Ism Drive","Marco Bailey, Tom Hades",Bogota,DEE820100518,tidal,16604413,390s,,,http://www.tidal.com/track/16604413
LB2,Tensal,L,NLCK42222540,tidal,262394245,386s,,,http://www.tidal.com/track/262394245
"Soil (Ruiz Osc1 Remix)",Illnurse,"Refractive Instrumentation",CH6542291519,tidal,260546163,430s,,,http://www.tidal.com/track/260546163
"In My Mind (Groove Mix)",88756,"TOOLKIT III",QZTAZ2255478,tidal,260979252,298s,,,http://www.tidal.com/track/260979252
"Emerge 1 (British Murder Boys Remix, Pt. 1)","Substance, Vainqueur","Remixes Chapter 1",DEMM41201109,tidal,87383922,327s,,,http://www.tidal.com/track/87383922
Max,"Stanislav Lavskyy",Oral,NLC8K1400362,tidal,258194422,358s,,,http://www.tidal.com/track/258194422
"Chua Rave (Regis Mix)","Russell Haswell/ Regis","Chua Rave",GBE5X1400048,tidal,29987125,239s,,,http://www.tidal.com/track/29987125
Gelee,"BAUGRUPPE90, Tim Rausch",Treiber,CH7812237205,tidal,262323861,359s,,,http://www.tidal.com/track/262323861
"House of God (Drax Remix)",DHS,"The House of God",NLP431800126,tidal,89355461,416s,,,http://www.tidal.com/track/89355461
"Lyot (Maurizio Mix)",Vainqueur,Lyot,DEW259200214,tidal,87366395,429s,,,http://www.tidal.com/track/87366395
_zeromean+finitevariance,Administrator,Post-binary,QZMHK2095382,tidal,181315099,355s,,,http://www.tidal.com/track/181315099
Statespace,Forum,Juncture,QZS662166635,tidal,190505144,353s,,,http://www.tidal.com/track/190505144
"Gun is Shining","Stanislav Tolkachev","For Them",QZWDD2257387,tidal,262710187,541s,,,http://www.tidal.com/track/262710187
"No Choice","Israel Toledo","For Them",QZWDD2257359,tidal,262710175,356s,,,http://www.tidal.com/track/262710175
"Redefined Meaning [Linear System Remix)",Binny,Archives,NLCK42221754,tidal,259548447,371s,,,http://www.tidal.com/track/259548447
"Panic 2",MSDMNR,Panic,QMSL32200207,tidal,264154703,341s,,,http://www.tidal.com/track/264154703
"Mouth to Mouth",Audion,"Audion X",US2J70613901,tidal,151256449,775s,,,http://www.tidal.com/track/151256449
Synchronicity,"The Unborn Child","Broken Memories",GBUP72200602,tidal,261582484,379s,,,http://www.tidal.com/track/261582484
Getto,Dold,Untitled,SE5852202502,tidal,260835438,290s,,,http://www.tidal.com/track/260835438
"Analog (Forest People Replant)","Mind Machines",Analog,DEH741710921,tidal,141086631,360s,,,http://www.tidal.com/track/141086631
"Dark Circles (Blenk Remix)",Kuss,KR037,GBKQU2297619,tidal,264154103,338s,,,http://www.tidal.com/track/264154103
Rockpool,R.M.K,"Rising from the Ashes EP",UKA842200012,tidal,254676059,319s,,,http://www.tidal.com/track/254676059
Q1.1/Iiii,"Basic Channel","Q 1.1",DEW259300123,tidal,87365760,70s,,,http://www.tidal.com/track/87365760
Rise,"Rebecca Delle Piane","Veve EP",NLMH62200111,tidal,262021946,200s,,,http://www.tidal.com/track/262021946
"Back To Birmingham",Tensal,"The Dark Welcome",NLCK42217905,tidal,242605426,357s,,,http://www.tidal.com/track/242605426
Mononix,"The Advent","Collection 100",UK3XQ1500041,tidal,56550454,334s,,,http://www.tidal.com/track/56550454
"The Temple",Tadeo,"Baby / The Temple",USHM92219373,tidal,251341505,346s,,,http://www.tidal.com/track/251341505
Caliber,"Joey Beltram","The Caliber",GBBPW9400100,tidal,16023040,324s,,,http://www.tidal.com/track/16023040
Pushback,TAKT,"Centre of Gravity",GBKQU2223847,tidal,261161339,358s,,,http://www.tidal.com/track/261161339
"Don't Stop",Procombo,"Spice Bazaar EP",GBKQU2273505,tidal,245871829,293s,,,http://www.tidal.com/track/245871829
"Metal Taste","Piero Ceraolo",Balance,CA5KR2310209,tidal,262199747,330s,,,http://www.tidal.com/track/262199747
KmpA1,"Alberto Tolo","KmpA1 EP",QZRP42227560,tidal,253191293,359s,,,http://www.tidal.com/track/253191293
"Captive Market",dc11,Viewfinder,DEH742160595,tidal,182402419,276s,,,http://www.tidal.com/track/182402419
"Gymnastics 69 (Substance Remix)",Regis,"Alternative Early Versions",GBE5X2200189,tidal,263937074,506s,,,http://www.tidal.com/track/263937074
Extrasolar,"Lenny San","Dub EP",NLCK41096609,tidal,208724386,340s,,,http://www.tidal.com/track/208724386
"Voiceprint: Voice Two (2019 Remaster)","Mike Parker","Voiceprint | 20th Anniversary Edition",NLM791900119,tidal,116358068,338s,,,http://www.tidal.com/track/116358068
"Point Zero",Biri,"Point Zero",DECY52202322,tidal,286275841,312s,,,http://www.tidal.com/track/286275841
Unity,"Ben Sims","Circular Motions EP",NLMH62200115,tidal,263290163,399s,,,http://www.tidal.com/track/263290163
"Mineral Del Chico",Fixeer,"Tepoztlán EP",GBLV62205451,tidal,265206564,372s,,,http://www.tidal.com/track/265206564
"Cloud Seeding","Nørbak, Temudo",HYS005,NLCK42223253,tidal,264638065,393s,,,http://www.tidal.com/track/264638065
Kunarota,Itzaac.,"Various Artists III",GBKQU2292621,tidal,259447419,320s,,,http://www.tidal.com/track/259447419
"Mind Inside",Phara,"Mind Inside EP",NLCK41046957,tidal,89821276,388s,,,http://www.tidal.com/track/89821276
Elevate,"Robert Johnstone",V/A,GBX6A2200160,tidal,261095651,368s,,,http://www.tidal.com/track/261095651
Clash,"Robert Hood","Power to Prophet / Clash",NLHD81000017,tidal,18658839,363s,,,http://www.tidal.com/track/18658839
Floaters,"Joey Beltram",Places,DEF279707806,tidal,226931425,315s,,,http://www.tidal.com/track/226931425
"E o Bonde (Original Mix)","Vinicius Honorio","Valley of The Soul",NLCK42219113,tidal,248291992,368s,,,http://www.tidal.com/track/248291992
"Tir Na Nog (Remastered 2022)","Steve Rachmad","Tir Na Nog / Divide And Conquer",GBKQU2265739,tidal,237688623,401s,,,http://www.tidal.com/track/237688623
"Cold Hand","Dean Rodell","Lost Lines",NLCK41062369,tidal,132094465,276s,,,http://www.tidal.com/track/132094465
"Moving Forward in Reverse",Developer,Entrada,NLPJ61100014,tidal,10753708,527s,,,http://www.tidal.com/track/10753708
Skyline,"Chris McCormack","Exit to Extinction",QZTB82297554,tidal,267543433,271s,,,http://www.tidal.com/track/267543433
"Mendez Gauge (Ben Reymann Remix)",Illnurse,"Refractive Instrumentation",CH6542291517,tidal,260546164,312s,,,http://www.tidal.com/track/260546164
"Genese (Original track)",Nørbak,"Flesh to Ashes LP",NLCK41080572,tidal,171125070,305s,,,http://www.tidal.com/track/171125070
Lavender,Seddig,"Stent EP",GX5SU2200031,tidal,263513708,353s,,,http://www.tidal.com/track/263513708
"Higher! (Ben Sims Remix)",Floorplan,Phobia,NLHD81300010,tidal,23364898,358s,,,http://www.tidal.com/track/23364898
Insane,Chancellor,"Insane - The Remixes",GBLV62005660,tidal,156995482,364s,,,http://www.tidal.com/track/156995482
"Dont Play 074","Toru Ikemoto","Dont Play",DEH742228166,tidal,263367160,344s,,,http://www.tidal.com/track/263367160
"Beyond Sound (Tension Remix)","Scan 7","Beyond Sound",DEF279708801,tidal,226990890,358s,,,http://www.tidal.com/track/226990890
Howlip,"Michael Klein","Golden Hour",DESR42100541,tidal,255080066,337s,,,http://www.tidal.com/track/255080066
"Colour 3 [BEAU007]","Beau Didier","Colours EP [BEAU007]",QZS632299962,tidal,263827119,325s,,,http://www.tidal.com/track/263827119
"French.Loop's 10.B","Fhase 87","French.Loop's 10",DEAR42257610,tidal,283867849,257s,,,http://www.tidal.com/track/283867849
"Virtus (Original mix)",Nwhr,"Black Tourmaline EP",NLCK42223775,tidal,266768562,335s,,,http://www.tidal.com/track/266768562
"The Church Of The Iron Fist (Claude Young Mix)","Mijk van Dijk & Claude Young","Never Have It Cold",DEY470919842,tidal,20783982,453s,,,http://www.tidal.com/track/20783982
Sigma,"Paul Ritch","Substance LP",MTA0V2200101,tidal,267894820,373s,,,http://www.tidal.com/track/267894820
Dongmak,Neel,"The 808 Archive",BEN582200357,tidal,256805344,301s,,,http://www.tidal.com/track/256805344
Kinship,"Arthur Robert",Contemplation,NLCK42210394,tidal,214480281,511s,,,http://www.tidal.com/track/214480281
"Artificial Serenity",Kuss,"Rush Hour",FR9W12235818,tidal,251941562,336s,,,http://www.tidal.com/track/251941562
"Trash Island",Rustal,"Nexus Zeal",GBLV62201164,tidal,264759581,264s,,,http://www.tidal.com/track/264759581
"Midnight Storm (Jack Mix)","The Advent, Flug","Back To The Roots EP",NLCK42222840,tidal,262585324,319s,,,http://www.tidal.com/track/262585324
"The Fullness Of Time","Jeroen Search, Pushmann","No Boundaries: Five",QMSL32200034,tidal,216440687,354s,,,http://www.tidal.com/track/216440687
"Limpio y Vulgar (JXXXO Remix)",Pakard,"Limpio y Vulgar",GBLV62214004,tidal,266955753,374s,,,http://www.tidal.com/track/266955753
Contemplate,"Augusto Taito",Dhyana,GBLV62212770,tidal,266345704,390s,,,http://www.tidal.com/track/266345704
Forage,"Allan Gallego","Best of Northern Parallels - Volume 3",CA5KR2113498,tidal,263513757,404s,,,http://www.tidal.com/track/263513757
"Bottom Light",No.name,BCCOVA04,DEPI82214471,tidal,242637442,289s,,,http://www.tidal.com/track/242637442
"Who Taught You Math","Robert Hood","Point Blank",GBEWK0200035,tidal,96007620,375s,,,http://www.tidal.com/track/96007620
"Desires 1.1","Kevin Ferhati",Desires,GBKQU2288781,tidal,264627754,336s,,,http://www.tidal.com/track/264627754
"Diesel Grudge (Function Rework)","Planetary Assault Systems","The Light Years Reworks",BEN581600601,tidal,71404369,527s,,,http://www.tidal.com/track/71404369
"Number In Between","Adam Beyer feat. Jesper Dahlback","Number In Between",GBBVL0401551,tidal,2348648,400s,,,http://www.tidal.com/track/2348648
Shapeshifter,Ketch,Shapeshifter,DEH742228857,tidal,266310735,319s,,,http://www.tidal.com/track/266310735
"Simple Stuff",Obseth,"A New Future Is Coming",DEUD42221418,tidal,261428408,336s,,,http://www.tidal.com/track/261428408
Parabens,"Linear System",Parabens,DEH742228524,tidal,264778877,382s,,,http://www.tidal.com/track/264778877
Suspect,DBFB,Focus,US83Z2239916,tidal,264649479,353s,,,http://www.tidal.com/track/264649479
"Top To Bottom (Oliver Rosemann Remix)",Fixon,"Vestiges Of The Classic",QMSL32200071,tidal,230298458,298s,,,http://www.tidal.com/track/230298458
"Indigo (Maccari Remix)",Modēm,"Cobra EP",GX3Q92205702,tidal,267785782,331s,,,http://www.tidal.com/track/267785782
"13 (Year Old Girl)","Damon Wild",13,BEN582000295,tidal,141781799,343s,,,http://www.tidal.com/track/141781799
Opheela,Enkō,Ofuwa,NLCK41063812,tidal,133914530,346s,,,http://www.tidal.com/track/133914530
Ascending,"Peter Van Hoesen","Life Performance EP",DEF271326603,tidal,226984917,349s,,,http://www.tidal.com/track/226984917
Omega,A.Morgan,BCCOVA02,DEPI82115354,tidal,209470127,367s,,,http://www.tidal.com/track/209470127
"Futura Conga (Orbe Remix)",Tadeo,"Stardust & Futura Conga Remixes",USL4R2203432,tidal,265248348,335s,,,http://www.tidal.com/track/265248348
"Neil or Lance","Marcelo Antonio","ESSENTIAL parallels 010",NLCK41096908,tidal,209555649,357s,,,http://www.tidal.com/track/209555649
December,"Measure Divide","Illegal Alien XV, Pt. 2",QMSL32200143,tidal,240666937,302s,,,http://www.tidal.com/track/240666937
"The Tunnel",Kr!z,"The Tunnel EP",NLCK42216884,tidal,237523485,368s,,,http://www.tidal.com/track/237523485
Alcides,"DJ Dextro","TRANSFORMA, Vol. 7",PT9BS2200234,tidal,265204374,335s,,,http://www.tidal.com/track/265204374
Gstaad,Bidoben,"Couloir Des Insomnies",USA2P2159145,tidal,211161103,320s,,,http://www.tidal.com/track/211161103
Extase,dxrvo,DSVA002,QZS642214144,tidal,267465887,381s,,,http://www.tidal.com/track/267465887
"Evol (Original Mix)","Matias Freccia",XRVA05,CA5KR0037243,tidal,210069722,542s,,,http://www.tidal.com/track/210069722
Suspect,uncertain,Suspect,UKN6K2201714,tidal,283881369,372s,,,http://www.tidal.com/track/283881369
"Existence (Original mix)",Alexskyspirit,"Judgement Bells",USLZJ2056655,tidal,159750676,376s,,,http://www.tidal.com/track/159750676
Ikigai,Enkō,Kappa,NLCK41091044,tidal,192624565,357s,,,http://www.tidal.com/track/192624565
"Intersphere (mixed)",Sterac,"DJ-Kicks (Marcel Dettmann) (Mixed Tracks)",DEG931691665,tidal,184748759,345s,,,http://www.tidal.com/track/184748759
"Biochemistry III","Robert Hoff","Biochemistry EP",GBKQU2177762,tidal,193207380,250s,,,http://www.tidal.com/track/193207380
Codification,"Robert Hoff","Ubiquitous II",GBKQU2262479,tidal,238433871,300s,,,http://www.tidal.com/track/238433871
"Globular Cluster (Original Version)","Audio Units","Tesseract EP",NLCK42222278,tidal,261045391,372s,,,http://www.tidal.com/track/261045391
Botanic,TAKT,Oslo,GBKQU2282362,tidal,272548019,372s,,,http://www.tidal.com/track/272548019
"The Struggle","Robert Hood","The Struggle / Save the Children",NLHD82000003,tidal,150874238,437s,,,http://www.tidal.com/track/150874238
"R O J O",Åre:gone,HYS.K003,NLCK41059375,tidal,119235155,312s,,,http://www.tidal.com/track/119235155
"Past Future (Jonas Kopp Remix)","Jero Clares","Timeless Sequence EP",NLCK42221786,tidal,259639471,406s,,,http://www.tidal.com/track/259639471
Doldrums,"Distorted Noise Architetct","When spring comes in autumn",GBKQU2292269,tidal,264429661,327s,,,http://www.tidal.com/track/264429661
Toi1749,"Tony (ITA)",Untitled,GX7HC2200010,tidal,265393712,334s,,,http://www.tidal.com/track/265393712
"1830 (Egotot Remix)","Zig Wolf","Waving Cat",DEH742229512,tidal,267475375,310s,,,http://www.tidal.com/track/267475375
Research,"Kaiser (K S R)","Towards The Mess EP",NLCK41083117,tidal,177292051,285s,,,http://www.tidal.com/track/177292051
"Reunion 3","Another Machines, Dykkon","Combined Minds",DEH742227277,tidal,261371639,241s,,,http://www.tidal.com/track/261371639
D3T,"PRSPCTV aka XENTRIX","Decades of Influence",BES132300008,tidal,257476416,325s,,,http://www.tidal.com/track/257476416
"Gultural (Kenji Hina House Remix)","William Arist, Alarico","Gultural EP",NLCK42223939,tidal,267213014,316s,,,http://www.tidal.com/track/267213014
"Call It a Day",Slone,Blessing,DEH742214665,tidal,232968578,318s,,,http://www.tidal.com/track/232968578
Senzo,"Isabel Soto",SS7.003VA,NLCK42221279,tidal,258264511,383s,,,http://www.tidal.com/track/258264511
Rocinha,Pacou,"Rio Sketches Part 1",BEN580100016,tidal,132732092,287s,,,http://www.tidal.com/track/132732092
Eclipse,Trevino,"Klockworks 14",DEMM41501157,tidal,102237711,424s,,,http://www.tidal.com/track/102237711
"XX 4 B1","Inigo Kennedy, Marco Lenzi","XX 4",DEH742163699,tidal,185798178,312s,,,http://www.tidal.com/track/185798178
"Cobra (Lucas Sosa Remix)",Modēm,"Cobra EP",GX3Q92205701,tidal,267785781,334s,,,http://www.tidal.com/track/267785781
"Deviant Behavior","Volyk Artem",OBSKURA,FRX872274571,tidal,252878634,432s,,,http://www.tidal.com/track/252878634
"Sunken Garden",Altinbas,"Inner Space",BEN582200381,tidal,233614462,333s,,,http://www.tidal.com/track/233614462
"5.LIM 5E (Original)","Jonas Kopp","Less is More Part 5",NLCK42224425,tidal,269727710,541s,,,http://www.tidal.com/track/269727710
Coil,Peryl,PRL_S06,DEPI82210134,tidal,233179764,413s,,,http://www.tidal.com/track/233179764
"M4 (Original Mix)","Evod, Oisel","Monumentale EP",CA5KR2317978,tidal,269548618,320s,,,http://www.tidal.com/track/269548618
"Congas on Fire","Nicolas Vogler",Microverse,QZW9M2207187,tidal,261230941,280s,,,http://www.tidal.com/track/261230941
"Northeast District",Maloog,Microverse,QZW9M2207188,tidal,261230942,353s,,,http://www.tidal.com/track/261230942
Doppelganger,"Darksider (ARG)",Microverse,QZW9M2207189,tidal,261230943,376s,,,http://www.tidal.com/track/261230943
"1992 (Melancholy Mix)","RUIZ OSC1",Positive,CH6542302784,tidal,269052822,362s,,,http://www.tidal.com/track/269052822
"The Spelling (Zadig Remix)","Birth Of Frequency","The Spelling EP",NLCK41034489,tidal,64782208,414s,,,http://www.tidal.com/track/64782208
Backwards,"Max Rfr",SS7.001VA,NLCK42214670,tidal,228166690,268s,,,http://www.tidal.com/track/228166690
Shanti,Tom.Healey,Syxt031,DEH742228757,tidal,266934413,352s,,,http://www.tidal.com/track/266934413
Baguette,"Mauro Picotto","The Techno Files",DEA310908458,tidal,63547430,462s,,,http://www.tidal.com/track/63547430
"9.LIM 5I (Original)","Jonas Kopp","Less is More Part 5",NLCK42224429,tidal,269727714,286s,,,http://www.tidal.com/track/269727714
A41,Amorphic,"Amorphic 01",GBSAD2200051,tidal,216517843,419s,,,http://www.tidal.com/track/216517843
Revival,"Derek Carr","Allez EP",IERIG1900030,tidal,230608953,361s,,,http://www.tidal.com/track/230608953
"Numb Effect (Original Mix)","Maccari, Lofe","The Clue",NLCK42219346,tidal,249688486,377s,,,http://www.tidal.com/track/249688486
Refuse,"Alessandro Cocco","4th Floor",GBKQU2249611,tidal,253745999,309s,,,http://www.tidal.com/track/253745999
"Eclipse Ritual",MSDMNR,"Dungeon Pilot",DEH742165935,tidal,188305256,358s,,,http://www.tidal.com/track/188305256
Fallen,"James Ruskin",Interdiction,NLCK41015475,tidal,62588797,372s,,,http://www.tidal.com/track/62588797
Titled,Gyromant,Titled,DEH742051517,tidal,169638132,340s,,,http://www.tidal.com/track/169638132
"Straight to the Point","PRSPCTV aka XENTRIX","Decades of Influence",BES132300014,tidal,257476423,389s,,,http://www.tidal.com/track/257476423
"Officer Rumba","Pino Peña",W133001,NLCK42223303,tidal,264638620,253s,,,http://www.tidal.com/track/264638620
Ecosphere,Chontane,Woodlands,NLCK41085886,tidal,189750288,427s,,,http://www.tidal.com/track/189750288
"Bleep 01",SLEEPARCHIVE,Recycle,DEOO20490202,tidal,87420373,312s,,,http://www.tidal.com/track/87420373
"Drone Invasion","Romain Richard","The Stars My Destination",DEUD42221504,tidal,265444956,324s,,,http://www.tidal.com/track/265444956
"Ponto de Situação",Nørbak,"Verdade Absoluta EP",NLCK42221862,tidal,259639810,343s,,,http://www.tidal.com/track/259639810
"Raw Mistake","The Southern","Raw Mistake",USA2P2046712,tidal,168217864,312s,,,http://www.tidal.com/track/168217864
Essence,"Marcelo Antonio","Quintessence EP",NLCK41099695,tidal,212604732,348s,,,http://www.tidal.com/track/212604732
Diving,"Inox Traxx","Indicators EP",NLMH62300002,tidal,270344397,296s,,,http://www.tidal.com/track/270344397
"Can't Stop (G-Force Rework)","Jamie Anderson","Can't Stop Reworks",DEZ650700896,tidal,86513545,446s,,,http://www.tidal.com/track/86513545
"A Mystery Inspired Her","Inox Traxx","Indicators EP",NLMH62300001,tidal,270344396,314s,,,http://www.tidal.com/track/270344396
"Foreign Shapes","Orion, Cari Lekebusch","Foreign Shapes",US83Z1827456,tidal,97943813,425s,,,http://www.tidal.com/track/97943813
